sample_index,host_elapsed_s,pulse_fpga_time_s,group_id,pulse_id,valid,invalid_reason,baseline_pre_v,baseline_post_v,baseline_for_area_v,threshold_v,pulse_duration_s,pulse_height_v,peak_height_v,pulse_area_v_us,correction_active_v,effective_high_v,live_target_area_v_us,live_area_error_v_us,live_p_term_v_us,live_i_term_v_us,live_d_term_v_us,live_pid_latency_cycles
596,59.601463123999565,7124.523395808,59598449,0,1,none,-0.1044921875,-0.1102294921875,-0.10736083984375,-0.0194091796875,4.56e-07,0.4455459327028509,0.5009765625,0.20316894531250002,0.0,0.5,0.16,0.0434521484375,0.0,0.0,0.0,1
597,59.70147275199997,7124.623393144,59698447,0,1,none,-0.10986328125,-0.1103515625,-0.110107421875,-0.021728515625,4.64e-07,0.44213235789331895,0.513427734375,0.2051494140625,0.0,0.5,0.16,0.0422265625,0.0,0.0,0.0,1
598,59.80146359700029,7124.72339448,59798449,0,1,none,-0.1090087890625,-0.1109619140625,-0.1099853515625,-0.02099609375,4.64e-07,0.4420187062230603,0.503173828125,0.2050966796875,0.0,0.5,0.16,0.0451123046875,0.0,0.0,0.0,1
599,59.901463537999916,7124.823393816,59898449,0,1,none,-0.1077880859375,-0.1090087890625,-0.1083984375,-0.02001953125,4.64e-07,0.44078958445581895,0.5072021484375,0.2045263671875,0.0,0.5,0.16,0.045427734375,0.0,0.0,0.0,1
600,60.00145964500007,7124.923395152,59998451,0,1,none,-0.1065673828125,-0.11083984375,-0.10870361328125,-0.01953125,4.64e-07,0.44049072265624994,0.5078125,0.2043876953125,0.0,0.5,0.16,0.0445947265625,0.0,0.0,0.0,1
601,60.101461461000326,7125.02339548,60098452,0,1,none,-0.105712890625,-0.112060546875,-0.10888671875,-0.01953125,4.56e-07,0.4453403405975877,0.50048828125,0.2030751953125,0.0,0.5,0.16,0.0439150390625,0.0,0.0,0.0,1
602,60.20145661999959,7125.123396816,60198454,0,1,none,-0.103759765625,-0.1112060546875,-0.10748291015625,-0.0194091796875,4.56e-07,0.4447492632949561,0.4954833984375,0.2028056640625,0.0,0.5,0.16,0.043154296875,0.0,0.0,0.0,1
603,60.30146608300038,7125.223398152,60298456,0,1,none,-0.1082763671875,-0.111328125,-0.10980224609375,-0.01953125,4.64e-07,0.44067382812499994,0.504638671875,0.20447265625,0.0,0.5,0.16,0.042970703125,0.0,0.0,0.0,1
604,60.401510159999816,7125.323398488,60398457,0,1,none,-0.1099853515625,-0.1124267578125,-0.1112060546875,-0.021728515625,4.64e-07,0.44076011920797403,0.5064697265625,0.2045126953125,0.0,0.5,0.16,0.044669921875000004,0.0,0.0,0.0,1
605,60.5015045629998,7125.423415824,60498475,0,1,none,-0.1080322265625,-0.1107177734375,-0.109375,-0.0205078125,4.64e-07,0.439648858432112,0.509521484375,0.2039970703125,0.0,0.5,0.16,0.0443525390625,0.0,0.0,0.0,1
606,60.601489876000414,7125.523409152,60598469,0,1,none,-0.1070556640625,-0.1124267578125,-0.1097412109375,-0.0208740234375,4.56e-07,0.4469186883223684,0.5040283203125,0.203794921875,0.0,0.5,0.16,0.0443076171875,0.0,0.0,0.0,1
607,60.70148090699968,7125.623407488,60698468,0,1,none,-0.1053466796875,-0.1112060546875,-0.1082763671875,-0.020263671875,4.56e-07,0.44638971696820173,0.5072021484375,0.2035537109375,0.0,0.5,0.16,0.0444697265625,0.0,0.0,0.0,1
608,60.80147424799998,7125.723407824,60798469,0,1,none,-0.103759765625,-0.1104736328125,-0.10711669921875,-0.0189208984375,4.56e-07,0.4441431949013158,0.5018310546875,0.20252929687500001,0.0,0.5,0.16,0.043009765625,0.0,0.0,0.0,1
609,60.90146057200036,7125.82340516,60898467,0,1,none,-0.1072998046875,-0.1103515625,-0.10882568359375,-0.0186767578125,4.64e-07,0.44061489762931033,0.5052490234375,0.2044453125,0.0,0.5,0.16,0.04340234375,0.0,0.0,0.0,1
610,61.001458800000364,7125.923407496,60998470,0,1,none,-0.1092529296875,-0.110595703125,-0.10992431640625,-0.02099609375,4.64e-07,0.43984880118534475,0.5032958984375,0.20408984375,0.0,0.5,0.16,0.04434765625,0.0,0.0,0.0,1
611,61.1015019890001,7126.023418832,61098482,0,1,none,-0.1077880859375,-0.110595703125,-0.10919189453125,-0.02099609375,4.64e-07,0.4394636483028017,0.5052490234375,0.2039111328125,0.0,0.5,0.16,0.0448076171875,0.0,0.0,0.0,1
612,61.20147602799989,7126.123415168,61198479,0,1,none,-0.105224609375,-0.1097412109375,-0.10748291015625,-0.0189208984375,4.64e-07,0.4380240604795258,0.50146484375,0.2032431640625,0.0,0.5,0.16,0.0446962890625,0.0,0.0,0.0,1
613,61.301472987000125,7126.223415496,61298480,0,1,none,-0.1058349609375,-0.10888671875,-0.10736083984375,-0.0205078125,4.56e-07,0.4444537246436403,0.5025634765625,0.2026708984375,0.0,0.5,0.16,0.0430888671875,0.0,0.0,0.0,1
614,61.401470224999684,7126.323410832,61398476,0,1,none,-0.104248046875,-0.11083984375,-0.1075439453125,-0.019775390625,4.56e-07,0.4445115474232456,0.5050048828125,0.202697265625,0.0,0.5,0.16,0.043361328125,0.0,0.0,0.0,1
615,61.5014593599999,7126.423416168,61498482,0,1,none,-0.108154296875,-0.11181640625,-0.1099853515625,-0.0203857421875,4.64e-07,0.4408211543642241,0.509765625,0.20454101562500002,0.0,0.5,0.16,0.0423232421875,0.0,0.0,0.0,1
616,61.601455656000326,7126.523416504,61598483,0,1,none,-0.107666015625,-0.111083984375,-0.109375,-0.02001953125,4.64e-07,0.4397414634967672,0.506103515625,0.2040400390625,0.0,0.5,0.16,0.0442958984375,0.0,0.0,0.0,1
